 11  0.372699011522501E+06  116.449250  6.236726  4.709285  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707492E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  2.497E-26  0.7991  4.709285   -4.993  0.217783  7.651066  0.6498739E+00  0.3363898E+00  7.3898234E-05  2.0316569E-05  7.7393969E-03  5.9673543E-04  1.0183327E-06  1.6867319E-09  1.8592151E-03  2.7652091E-06  3.083E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.391602  0.0000000E+00  0.0000000000E+00
 12  0.407109223196230E+06  116.097298  6.237339  4.707942  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707530E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  6.737E-26  0.7954  4.707942   -4.988  0.218441  7.651256  0.6431066E+00  0.3431676E+00  7.4414972E-05  2.0458325E-05  7.8138251E-03  5.1094368E-04  8.7618026E-07  1.4434666E-09  1.8578647E-03  2.7331963E-06  3.136E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.393345  0.0000000E+00  0.0000000000E+00
 13  0.440965048126326E+06  115.746896  6.238065  4.706512  0.7200000E+00  0.2659559E+00  2.2831523E-03  2.7707574E-05  6.5875804E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  1.123E-25  0.7924  4.706512   -4.983  0.219183  7.651467  0.6363983E+00  0.3498845E+00  7.5078864E-05  2.0641814E-05  7.8736897E-03  4.4152924E-04  7.5476582E-07  1.2462359E-09  1.8565381E-03  2.7309148E-06  3.173E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.395196  0.0000000E+00  0.0000000000E+00
 14  0.474542754678914E+06  115.395309  6.238816  4.705083  0.7200000E+00  0.2659559E+00  2.2831522E-03  2.7707676E-05  6.5875804E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  4.665E-25  0.7898  4.705083   -4.977  0.220077  7.651725  0.6296993E+00  0.3565904E+00  7.5607662E-05  2.0787179E-05  7.9226643E-03  3.8476558E-04  6.5694859E-07  1.0862317E-09  1.8552227E-03  2.7430567E-06  3.197E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.397085  0.0000000E+00  0.0000000000E+00
 15  0.508053305818397E+06  115.040268  6.239455  4.703692  0.7200000E+00  0.2659559E+00  2.2831521E-03  2.7707789E-05  6.5875805E-04  5.7184752E-03  2.2656013E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  8.438E-25  0.7863  4.703692   -4.972  0.221022  7.652003  0.6229656E+00  0.3633298E+00  7.6097032E-05  2.0922620E-05  7.9630142E-03  3.3790865E-04  5.7508636E-07  9.5315281E-10  1.8539081E-03  2.7645683E-06  3.209E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.398898  0.0000000E+00  0.0000000000E+00
 16  0.540630396715719E+06  114.690928  6.240121  4.702267  0.7200000E+00  0.2659559E+00  2.2831519E-03  2.7707995E-05  6.5875806E-04  5.7184752E-03  2.2656013E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  2.966E-24  0.7839  4.702267   -4.967  0.222078  7.652314  0.6163556E+00  0.3699444E+00  7.6481576E-05  2.1028510E-05  7.9956323E-03  3.0004867E-04  5.0987400E-07  8.4639113E-10  1.8526234E-03  2.7891943E-06  3.211E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.400727  0.0000000E+00  0.0000000000E+00
 17  0.573739358484834E+06  114.331684  6.240921  4.700688  0.7200000E+00  0.2659559E+00  2.2831517E-03  2.7708276E-05  6.5875807E-04  5.7184752E-03  2.2656013E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  6.257E-24  0.7815  4.700688   -4.962  0.223261  7.652656  0.6095964E+00  0.3767074E+00  7.6856159E-05  2.1132157E-05  8.0230717E-03  2.6811428E-04  4.5425051E-07  7.5593274E-10  1.8513146E-03  2.8174299E-06  3.205E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.402727  0.0000000E+00  0.0000000000E+00
 18  0.605990678473183E+06  113.977597  6.241632  4.699154  0.7200000E+00  0.2659559E+00  2.2831514E-03  2.7708608E-05  6.5875809E-04  5.7184752E-03  2.2656014E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  1.155E-23  0.7794  4.699154   -4.957  0.224478  7.653010  0.6029662E+00  0.3833406E+00  7.7153109E-05  2.1214262E-05  8.0452805E-03  2.4227754E-04  4.0961214E-07  6.8284380E-10  1.8500344E-03  2.8448638E-06  3.191E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.404640  0.0000000E+00  0.0000000000E+00
 19  0.638702731604224E+06  113.613948  6.242284  4.697568  0.7200000E+00  0.2659559E+00  2.2831509E-03  2.7709112E-05  6.5875812E-04  5.7184752E-03  2.2656014E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  2.451E-23  0.7761  4.697568   -4.952  0.225734  7.653380  0.5961672E+00  0.3901422E+00  7.7451586E-05  2.1297037E-05  8.0640276E-03  2.2038811E-04  3.7146266E-07  6.2084068E-10  1.8487245E-03  2.8744922E-06  3.171E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.406545  0.0000000E+00  0.0000000000E+00
 20  0.670631538392690E+06  113.254748  6.242988  4.695879  0.7200000E+00  0.2659559E+00  2.2831503E-03  2.7709830E-05  6.5875815E-04  5.7184752E-03  2.2656014E-06  1.2899739E-05  1.8768898E-03  1.5180834E-04  5.838E-23  0.7740  4.695879   -4.946  0.226953  7.653731  0.5894749E+00  0.3968366E+00  7.7981812E-05  2.1444768E-05  8.0788425E-03  2.0259930E-04  3.3810601E-07  5.7036213E-10  1.8474376E-03  2.9034849E-06  3.146E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.408496  0.0000000E+00  0.0000000000E+00
 21  0.702241057113273E+06  112.894808  6.243754  4.694166  0.7200000E+00  0.2659559E+00  2.2831494E-03  2.7710801E-05  6.5875820E-04  5.7184752E-03  2.2656014E-06  1.2899739E-05  1.8768898E-03  1.5180834E-04  1.285E-22  0.7714  4.694166   -4.941  0.228442  7.654167  0.5827950E+00  0.4035181E+00  7.7932706E-05  2.1430527E-05  8.0917897E-03  1.8790701E-04  3.1502379E-07  5.2886694E-10  1.8461547E-03  2.9307650E-06  3.117E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.410522  0.0000000E+00  0.0000000000E+00
 22  0.733792517534164E+06  112.531135  6.244481  4.692411  0.7200000E+00  0.2659559E+00  2.2831482E-03  2.7712121E-05  6.5875827E-04  5.7184752E-03  2.2656015E-06  1.2899738E-05  1.8768898E-03  1.5180834E-04  2.703E-22  0.7688  4.692411   -4.936  0.229825  7.654579  0.5760757E+00  0.4102387E+00  7.8163248E-05  2.1495029E-05  8.1021827E-03  1.7566273E-04  2.9342723E-07  4.9394382E-10  1.8448656E-03  2.9591771E-06  3.083E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.412538  0.0000000E+00  0.0000000000E+00
 23  0.765085941067541E+06  112.166051  6.245191  4.690644  0.7200000E+00  0.2659559E+00  2.2831466E-03  2.7713935E-05  6.5875837E-04  5.7184752E-03  2.2656016E-06  1.2899736E-05  1.8768898E-03  1.5180834E-04  6.265E-22  0.7664  4.690644   -4.930  0.231287  7.655004  0.5693605E+00  0.4169550E+00  7.8338918E-05  2.1543465E-05  8.1108057E-03  1.6553032E-04  2.7602136E-07  4.6548426E-10  1.8435782E-03  2.9861516E-06  3.045E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.414559  0.0000000E+00  0.0000000000E+00
 24  0.796200545037868E+06  111.798623  6.245915  4.688827  0.7200000E+00  0.2659559E+00  2.2831446E-03  2.7716134E-05  6.5875848E-04  5.7184752E-03  2.2656017E-06  1.2899735E-05  1.8768898E-03  1.5180834E-04  1.146E-21  0.7641  4.688827   -4.925  0.232775  7.655435  0.5626343E+00  0.4236821E+00  7.8536202E-05  2.1598421E-05  8.1178937E-03  1.5711301E-04  2.6117712E-07  4.4161237E-10  1.8422893E-03  3.0139831E-06  3.005E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.416615  0.0000000E+00  0.0000000000E+00
 25  0.826738455917364E+06  111.433626  6.246640  4.686965  0.7200000E+00  0.2659559E+00  2.2831417E-03  2.7719342E-05  6.5875865E-04  5.7184752E-03  2.2656019E-06  1.2899733E-05  1.8768898E-03  1.5180834E-04  2.756E-21  0.7618  4.686965   -4.920  0.234185  7.655837  0.5559810E+00  0.4303361E+00  7.8977151E-05  2.1720830E-05  8.1233068E-03  1.5020093E-04  2.4741934E-07  4.2214753E-10  1.8410146E-03  3.0411622E-06  2.962E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.418678  0.0000000E+00  0.0000000000E+00
 26  0.857238431503842E+06  111.064666  6.247390  4.685097  0.7200000E+00  0.2659559E+00  2.2831384E-03  2.7723067E-05  6.5875884E-04  5.7184752E-03  2.2656020E-06  1.2899730E-05  1.8768898E-03  1.5180834E-04  4.932E-21  0.7596  4.685097   -4.915  0.235840  7.656319  0.5492856E+00  0.4370320E+00  7.8871875E-05  2.1691984E-05  8.1285280E-03  1.4441781E-04  2.3878235E-07  4.0559506E-10  1.8397321E-03  3.0675823E-06  2.918E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.420794  0.0000000E+00  0.0000000000E+00
 27  0.887808966735333E+06  110.690337  6.248132  4.683141  0.7200000E+00  0.2659559E+00  2.2831333E-03  2.7728738E-05  6.5875914E-04  5.7184752E-03  2.2656024E-06  1.2899726E-05  1.8768898E-03  1.5180834E-04  1.192E-20  0.7573  4.683141   -4.910  0.237429  7.656775  0.5425200E+00  0.4437980E+00  7.9045732E-05  2.1740540E-05  8.1325312E-03  1.3955935E-04  2.3001456E-07  3.9175372E-10  1.8384361E-03  3.0951629E-06  2.871E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.422939  0.0000000E+00  0.0000000000E+00
 28  0.917553271284893E+06  110.321724  6.248875  4.681173  0.7200000E+00  0.2659559E+00  2.2831277E-03  2.7735016E-05  6.5875946E-04  5.7184752E-03  2.2656027E-06  1.2899722E-05  1.8768898E-03  1.5180834E-04  2.160E-20  0.7552  4.681173   -4.904  0.239028  7.657234  0.5358847E+00  0.4504337E+00  7.9182694E-05  2.1778740E-05  8.1358068E-03  1.3559282E-04  2.2297465E-07  3.8050391E-10  1.8371647E-03  3.1210728E-06  2.824E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.425080  0.0000000E+00  0.0000000000E+00
 29  0.947706560022010E+06  109.943524  6.249642  4.679113  0.7200000E+00  0.2659559E+00  2.2831194E-03  2.7744382E-05  6.5875995E-04  5.7184752E-03  2.2656033E-06  1.2899715E-05  1.8768898E-03  1.5180834E-04  4.992E-20  0.7530  4.679113   -4.899  0.240678  7.657706  0.5291071E+00  0.4572115E+00  7.9347523E-05  2.1824802E-05  8.1385285E-03  1.3221179E-04  2.1673368E-07  3.7085731E-10  1.8358658E-03  3.1487443E-06  2.774E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.427296  0.0000000E+00  0.0000000000E+00
 30  0.977073669609500E+06  109.570746  6.250413  4.677032  0.7200000E+00  0.2659559E+00  2.2831104E-03  2.7754462E-05  6.5876047E-04  5.7184752E-03  2.2656040E-06  1.2899708E-05  1.8768898E-03  1.5180834E-04  8.665E-20  0.7509  4.677032   -4.894  0.242325  7.658176  0.5224574E+00  0.4638613E+00  7.9507711E-05  2.1869653E-05  8.1407222E-03  1.2944091E-04  2.1150234E-07  3.6288387E-10  1.8345910E-03  3.1760814E-06  2.725E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.429511  0.0000000E+00  0.0000000000E+00
 31  0.100683340401704E+07  109.188445  6.251205  4.674819  0.7200000E+00  0.2659559E+00  2.2830967E-03  2.7769958E-05  6.5876127E-04  5.7184752E-03  2.2656050E-06  1.2899696E-05  1.8768898E-03  1.5180834E-04  2.067E-19  0.7489  4.674819   -4.889  0.244051  7.658667  0.5156655E+00  0.4706533E+00  7.9637863E-05  2.1905964E-05  8.1426067E-03  1.2707298E-04  2.0716577E-07  3.5616400E-10  1.8332883E-03  3.2029898E-06  2.675E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.431801  0.0000000E+00  0.0000000000E+00
 32  0.103579752103533E+07  108.811899  6.251997  4.672585  0.7200000E+00  0.2659559E+00  2.2830831E-03  2.7785313E-05  6.5876207E-04  5.7184752E-03  2.2656061E-06  1.2899684E-05  1.8768898E-03  1.5180834E-04  3.211E-19  0.7469  4.672585   -4.884  0.245765  7.659152  0.5090053E+00  0.4773135E+00  7.9792719E-05  2.1949273E-05  8.1440885E-03  1.2512342E-04  2.0336314E-07  3.5056257E-10  1.8320103E-03  3.2308838E-06  2.625E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.434087  0.0000000E+00  0.0000000000E+00
 33  0.106459826318513E+07  108.433063  6.252807  4.670307  0.7200000E+00  0.2659559E+00  2.2830607E-03  2.7810809E-05  6.5876339E-04  5.7184752E-03  2.2656080E-06  1.2899664E-05  1.8768898E-03  1.5180834E-04  8.401E-19  0.7450  4.670307   -4.879  0.247507  7.659645  0.5023314E+00  0.4839875E+00  7.9949732E-05  2.1993431E-05  8.1453018E-03  1.2347626E-04  2.0000425E-07  3.4571397E-10  1.8307289E-03  3.2592897E-06  2.574E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.436417  0.0000000E+00  0.0000000000E+00
 34  0.109317052345566E+07  108.052813  6.253631  4.667890  0.7200000E+00  0.2659559E+00  2.2830370E-03  2.7837706E-05  6.5876479E-04  5.7184752E-03  2.2656101E-06  1.2899642E-05  1.8768898E-03  1.5180834E-04  1.441E-18  0.7432  4.667890   -4.873  0.249289  7.660150  0.4956573E+00  0.4906615E+00  8.0071034E-05  2.2027121E-05  8.1463452E-03  1.2208315E-04  1.9735591E-07  3.4180316E-10  1.8294466E-03  3.2868848E-06  2.524E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.438785  0.0000000E+00  0.0000000000E+00
 35  0.112211184208802E+07  107.663115  6.254483  4.665341  0.7199999E+00  0.2659559E+00  2.2830038E-03  2.7875564E-05  6.5876676E-04  5.7184752E-03  2.2656132E-06  1.2899611E-05  1.8768898E-03  1.5180833E-04  2.716E-18  0.7412  4.665341   -4.868  0.251122  7.660667  0.4888466E+00  0.4974722E+00  8.0226549E-05  2.2070635E-05  8.1471752E-03  1.2087617E-04  1.9479507E-07  3.3829495E-10  1.8281372E-03  3.3167101E-06  2.473E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.441237  0.0000000E+00  0.0000000000E+00
 36  0.115029819826828E+07  107.279170  6.255333  4.662752  0.7199999E+00  0.2659559E+00  2.2829685E-03  2.7915893E-05  6.5876886E-04  5.7184752E-03  2.2656165E-06  1.2899577E-05  1.8768898E-03  1.5180833E-04  4.097E-18  0.7395  4.662752   -4.863  0.252952  7.661181  0.4821628E+00  0.5041560E+00  8.0379942E-05  2.2113570E-05  8.1478356E-03  1.1986616E-04  1.9256327E-07  3.3533038E-10  1.8268513E-03  3.3465073E-06  2.423E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.443684  0.0000000E+00  0.0000000000E+00
 37  0.117801016563973E+07  106.897441  6.256190  4.660114  0.7199999E+00  0.2659559E+00  2.2829192E-03  2.7972240E-05  6.5877180E-04  5.7184752E-03  2.2656215E-06  1.2899528E-05  1.8768898E-03  1.5180832E-04  6.796E-18  0.7378  4.660114   -4.858  0.254706  7.661669  0.4755418E+00  0.5107769E+00  8.0769959E-05  2.2220718E-05  8.1480202E-03  1.1900617E-04  1.8965743E-07  3.3310611E-10  1.8255765E-03  3.3760479E-06  2.374E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.446148  0.0000000E+00  0.0000000000E+00
 38  0.120604884252124E+07  106.506903  6.257079  4.657393  0.7199999E+00  0.2659559E+00  2.2828630E-03  2.8036646E-05  6.5877516E-04  5.7184752E-03  2.2656272E-06  1.2899471E-05  1.8768898E-03  1.5180832E-04  9.992E-18  0.7362  4.657393   -4.854  0.256697  7.662233  0.4687915E+00  0.5175271E+00  8.0659326E-05  2.2191732E-05  8.1488445E-03  1.1824798E-04  1.8892824E-07  3.3058491E-10  1.8242758E-03  3.4063848E-06  2.325E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.448702  0.0000000E+00  0.0000000000E+00
 39  0.123363963566904E+07  106.118383  6.257892  4.654636  0.7199999E+00  0.2659560E+00  2.2827977E-03  2.8111612E-05  6.5877908E-04  5.7184752E-03  2.2656342E-06  1.2899404E-05  1.8768898E-03  1.5180831E-04  1.411E-17  0.7346  4.654636   -4.849  0.258572  7.662763  0.4621008E+00  0.5242177E+00  8.0813928E-05  2.2234999E-05  8.1491918E-03  1.1759330E-04  1.8729465E-07  3.2863188E-10  1.8229856E-03  3.4378578E-06  2.276E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.451188  0.0000000E+00  0.0000000000E+00
 40  0.126107459888192E+07  105.727900  6.258701  4.651852  0.7199999E+00  0.2659560E+00  2.2827153E-03  2.8206372E-05  6.5878404E-04  5.7184752E-03  2.2656433E-06  1.2899317E-05  1.8768898E-03  1.5180830E-04  2.020E-17  0.7325  4.651852   -4.845  0.260399  7.663280  0.4553881E+00  0.5309303E+00  8.1080301E-05  2.2312530E-05  8.1493044E-03  1.1701615E-04  1.8516035E-07  3.2650837E-10  1.8216899E-03  3.4702367E-06  2.228E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.453699  0.0000000E+00  0.0000000000E+00
 41  0.128824653410236E+07  105.337121  6.259629  4.648881  0.7199999E+00  0.2659560E+00  2.2826163E-03  2.8320413E-05  6.5879003E-04  5.7184752E-03  2.2656547E-06  1.2899210E-05  1.8768898E-03  1.5180828E-04  2.845E-17  0.7309  4.648881   -4.840  0.262433  7.663853  0.4486871E+00  0.5376311E+00  8.1098481E-05  2.2314626E-05  8.1497281E-03  1.1650571E-04  1.8453135E-07  3.2536856E-10  1.8203953E-03  3.5017973E-06  2.181E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.456356  0.0000000E+00  0.0000000000E+00
 42  0.131525430554750E+07  104.944763  6.260575  4.645730  0.7199944E+00  0.2659576E+00  2.2394597E-03  4.9529501E-05  6.8706775E-04  5.7183894E-03  2.3306514E-06  1.2487991E-05  1.8768897E-03  1.5179076E-04  1.017E-10  0.7294  4.645730   -4.836  0.264432  7.664413  0.4419790E+00  0.5443391E+00  8.1256761E-05  2.2358899E-05  8.1498977E-03  1.1604769E-04  1.8323249E-07  3.2397660E-10  1.8190982E-03  3.5355906E-06  2.134E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.459059  0.0000000E+00  0.0000000000E+00
